,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles,Tackles_Won,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackle_W%,Dribblers_Tackle_Lost,Blocks,Shots_Blocked,Passes_Blocked,Interceptions,Tackles+Interceptions,Clearances,Errors_Shots,Matches
168,Andrija Balić,hr CRO,"FW,MF",Udinese,it Serie A,20,1997,0.3,1,0,0,0,1,0,1,0.0,1,0,0,0,0,1,1,0,Matches
169,Fodé Ballo-Touré,sn SEN,DF,Lille,fr Ligue 1,21,1997,17.7,47,35,26,19,2,21,32,65.6,11,25,7,18,27,74,42,2,Matches
170,Fodé Ballo-Touré,sn SEN,DF,Monaco,fr Ligue 1,21,1997,17.7,46,31,26,16,4,20,40,50.0,20,20,2,18,28,74,38,2,Matches
171,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,38,1980,12.0,29,16,16,10,3,9,36,25.0,27,13,2,11,6,35,8,0,Matches
172,Leon Balogun,ng NGA,DF,Brighton,eng Premier League,30,1988,6.6,12,6,11,1,0,8,9,88.9,1,5,3,2,17,29,32,1,Matches
173,Mario Balotelli,it ITA,FW,Nice,fr Ligue 1,27,1990,8.4,1,0,0,1,0,1,4,25.0,3,9,1,8,1,2,8,0,Matches
174,Mario Balotelli,it ITA,FW,Marseille,fr Ligue 1,27,1990,10.4,5,3,1,3,1,2,7,28.6,5,8,2,6,3,8,6,0,Matches
175,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,28,1990,28.6,51,29,31,14,6,24,44,54.5,20,20,4,16,37,88,86,0,Matches
176,Jonathan Bamba,ci CIV,"FW,MF",Lille,fr Ligue 1,22,1996,33.4,29,19,7,17,5,13,39,33.3,26,24,1,23,41,70,18,0,Matches
177,Sol Bamba,ci CIV,DF,Cardiff City,eng Premier League,33,1985,27.5,74,42,44,30,0,31,55,56.4,24,72,32,40,82,156,181,3,Matches
178,Yacine Bammou,ma MAR,"FW,MF",Caen,fr Ligue 1,26,1991,10.3,14,7,7,4,3,3,8,37.5,5,14,3,11,9,23,17,0,Matches
179,Éver Banega,ar ARG,MF,Sevilla,es La Liga,30,1988,29.6,71,50,32,35,4,20,70,28.6,50,26,5,21,28,99,28,0,Matches
180,Mattia Bani,it ITA,DF,Chievo,it Serie A,24,1993,29.0,67,40,46,21,0,27,40,67.5,13,51,35,16,57,124,162,2,Matches
181,Léo Baptistão,br BRA,"FW,MF",Espanyol,es La Liga,25,1992,13.7,22,14,11,5,6,8,27,29.6,19,17,0,17,8,30,14,0,Matches
182,Antonín Barák,cz CZE,"MF,FW",Udinese,it Serie A,23,1994,3.7,9,6,4,5,0,2,11,18.2,9,4,0,4,2,11,2,0,Matches
183,Federico Barba,it ITA,DF,Chievo,it Serie A,24,1993,27.6,30,14,21,9,0,8,21,38.1,13,29,15,14,65,95,129,0,Matches
184,Danilo Barbosa,br BRA,MF,Nice,fr Ligue 1,22,1996,17.2,29,20,13,13,3,6,17,35.3,11,17,2,15,15,44,25,1,Matches
185,Enis Bardhi,mk MKD,MF,Levante,es La Liga,23,1995,31.5,70,43,30,34,6,28,87,32.2,59,35,3,32,31,101,36,1,Matches
186,Francesco Bardi,it ITA,GK,Frosinone,it Serie A,26,1992,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
187,Phil Bardsley,sct SCO,DF,Burnley,eng Premier League,33,1985,18.6,32,19,15,14,3,12,21,57.1,9,25,12,13,31,63,68,1,Matches
188,Nicolò Barella,it ITA,MF,Cagliari,it Serie A,21,1997,34.5,99,65,38,41,20,30,82,36.6,52,61,2,59,38,137,27,0,Matches
189,Philipp Bargfrede,de GER,"MF,DF",Werder Bremen,de Bundesliga,29,1989,12.0,23,15,9,12,2,10,28,35.7,18,35,11,24,34,57,45,1,Matches
190,Antonino Barillà,it ITA,MF,Parma,it Serie A,30,1988,29.1,64,36,40,17,7,19,53,35.8,34,40,13,27,36,100,50,1,Matches
191,Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,24,1993,13.8,15,10,5,7,3,4,14,28.6,10,8,1,7,9,24,17,2,Matches
192,Aymen Barkok,ma MAR,MF,Düsseldorf,de Bundesliga,20,1998,5.7,13,6,4,9,0,4,19,21.1,15,8,1,7,4,17,3,0,Matches
193,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,28,1989,26.5,28,17,4,17,7,6,29,20.7,23,29,8,21,2,30,25,0,Matches
194,Harvey Barnes,eng ENG,"MF,FW",Leicester City,eng Premier League,20,1997,11.2,10,6,5,4,1,4,6,66.7,2,7,1,6,3,13,7,0,Matches
195,Antonio Barragán,es ESP,"DF,FW",Betis,es La Liga,31,1987,10.4,14,8,9,4,1,2,12,16.7,10,15,4,11,5,19,30,2,Matches
196,Antonio Barreca,it ITA,DF,Newcastle Utd,eng Premier League,23,1995,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
197,Antonio Barreca,it ITA,DF,Monaco,fr Ligue 1,23,1995,6.6,11,8,8,3,0,7,11,63.6,4,3,2,1,7,18,18,0,Matches
198,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,18,2000,1.0,4,4,2,0,2,1,2,50.0,1,0,0,0,2,6,1,0,Matches
199,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,16,2001,4.4,7,2,2,0,5,2,8,25.0,6,8,0,8,4,11,1,0,Matches
200,Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,34,1984,8.7,28,19,15,6,7,10,26,38.5,16,11,3,8,17,45,7,0,Matches
201,Musa Barrow,gm GAM,FW,Atalanta,it Serie A,19,1998,6.7,9,5,5,3,1,4,6,66.7,2,4,0,4,0,9,2,0,Matches
202,Fin Bartels,de GER,"MF,FW",Werder Bremen,de Bundesliga,31,1987,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,Matches
203,Marc Bartra,es ESP,DF,Betis,es La Liga,27,1991,32.5,86,55,55,26,5,41,76,53.9,35,46,21,25,60,146,132,2,Matches
204,Andrea Barzagli,it ITA,DF,Juventus,it Serie A,37,1981,2.9,1,1,0,1,0,1,2,50.0,1,2,2,0,4,5,10,0,Matches
205,Daniele Baselli,it ITA,MF,Torino,it Serie A,26,1992,26.4,65,45,22,34,9,16,44,36.4,28,30,6,24,34,99,32,0,Matches
206,Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,21,1996,14.8,32,16,5,21,6,11,31,35.5,20,13,1,12,9,41,22,1,Matches
207,Thomas Basila,fr FRA,DF,Nantes,fr Ligue 1,19,1999,1.0,2,1,1,1,0,0,0,,0,2,1,1,0,2,8,0,Matches
208,Borja Bastón,es ESP,FW,Alavés,es La Liga,25,1992,16.0,16,7,4,9,3,2,24,8.3,22,16,5,11,4,20,10,0,Matches
209,Alessandro Bastoni,it ITA,DF,Parma,it Serie A,19,1999,18.8,25,12,20,5,0,6,15,40.0,9,26,18,8,22,47,96,0,Matches
210,Bastos,ao ANG,DF,Lazio,it Serie A,27,1991,12.7,22,17,16,4,2,17,27,63.0,10,16,8,8,7,29,49,1,Matches
211,Michy Batshuayi,be BEL,FW,Crystal Palace,eng Premier League,24,1993,8.3,2,1,1,1,0,1,2,50.0,1,8,3,5,3,5,0,0,Matches
212,Michy Batshuayi,be BEL,FW,Valencia,es La Liga,24,1993,5.9,1,1,0,1,0,0,3,0.0,3,5,2,3,0,1,3,0,Matches
213,Robert Bauer,de GER,DF,Nürnberg,de Bundesliga,23,1995,19.1,48,29,32,13,3,20,39,51.3,19,19,5,14,28,76,80,0,Matches
214,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,28,1990,33.0,0,0,0,0,0,0,0,,0,0,0,0,2,2,11,5,Matches
215,Timo Baumgartl,de GER,DF,Stuttgart,de Bundesliga,22,1996,18.0,33,23,21,12,0,11,19,57.9,8,31,22,9,26,59,100,0,Matches
216,Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,30,1988,17.3,52,30,24,20,8,20,45,44.4,25,18,6,12,26,78,21,1,Matches
217,Christoph Baumgartner,at AUT,MF,Hoffenheim,de Bundesliga,18,1999,0.9,1,0,0,0,1,1,3,33.3,2,2,0,2,0,1,0,0,Matches
218,Jon Bautista,es ESP,FW,Real Sociedad,es La Liga,23,1995,6.6,5,3,0,3,2,0,3,0.0,3,8,1,7,5,10,4,0,Matches
219,Paul Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,30,1988,0.8,1,0,1,0,0,0,1,0.0,1,1,1,0,1,2,6,0,Matches
220,Paul Baysse,fr FRA,DF,Caen,fr Ligue 1,30,1988,19.9,25,14,20,5,0,13,18,72.2,5,25,20,5,31,56,113,1,Matches
221,Noah Joel Sarenren Bazee,ng NGA,"FW,MF",Hannover 96,de Bundesliga,21,1996,1.7,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,0,Matches
222,Claudio Beauvue,gp GLP,"FW,MF",Caen,fr Ligue 1,30,1988,16.7,18,11,7,9,2,1,14,7.1,13,11,2,9,10,28,21,0,Matches
223,Bebé,cv CPV,"FW,MF",Rayo Vallecano,es La Liga,28,1990,14.5,19,9,10,4,5,9,19,47.4,10,16,1,15,9,28,16,1,Matches
224,Bebé,cv CPV,MF,Eibar,es La Liga,28,1990,0.7,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,Matches
225,Ihlas Bebou,tg TOG,"MF,FW",Hannover 96,de Bundesliga,24,1994,11.8,15,9,4,10,1,4,9,44.4,5,18,2,16,9,24,9,0,Matches
226,Uffe Bech,dk DEN,FW,Hannover 96,de Bundesliga,25,1993,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
227,Andreas Beck,de GER,DF,Stuttgart,de Bundesliga,31,1987,19.7,35,19,17,17,1,11,27,40.7,16,32,6,26,22,57,54,0,Matches
228,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,22,1996,23.9,41,25,25,16,0,21,37,56.8,16,44,27,17,71,112,171,0,Matches
229,Andrea Beghetto,it ITA,DF,Frosinone,it Serie A,23,1994,24.7,26,14,13,10,3,15,25,60.0,10,20,4,16,17,43,59,0,Matches
230,Asmir Begović,ba BIH,GK,Bournemouth,eng Premier League,31,1987,24.0,0,0,0,0,0,0,3,0.0,3,1,0,1,1,1,15,7,Matches
231,Valon Behrami,ch SUI,MF,Udinese,it Serie A,33,1985,15.1,65,38,25,34,6,18,44,40.9,26,29,12,17,18,83,26,0,Matches
232,Hanno Behrens,de GER,MF,Nürnberg,de Bundesliga,28,1990,29.3,46,26,29,17,0,21,47,44.7,26,43,13,30,33,79,49,0,Matches
233,Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,de Bundesliga,26,1992,20.7,13,10,5,6,2,4,16,25.0,12,6,0,6,3,16,14,0,Matches
234,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,26,1991,25.0,31,20,18,13,0,15,34,44.1,19,31,11,20,54,85,122,1,Matches
235,Karim Bellarabi,de GER,FW,Leverkusen,de Bundesliga,28,1990,11.7,13,6,7,4,2,3,19,15.8,16,13,0,13,10,23,8,0,Matches
236,Héctor Bellerín,es ESP,DF,Arsenal,eng Premier League,23,1995,17.0,15,12,8,4,3,6,13,46.2,7,17,5,12,20,35,37,3,Matches
237,Andrea Belotti,it ITA,FW,Torino,it Serie A,24,1993,36.7,33,22,8,15,10,6,30,20.0,24,36,5,31,15,48,23,0,Matches
238,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,19,1999,16.9,23,17,8,12,3,13,31,41.9,18,19,2,17,19,42,15,1,Matches
239,Hatem Ben Arfa,fr FRA,"FW,MF",Rennes,fr Ligue 1,31,1987,22.6,15,7,4,8,3,7,16,43.8,9,9,0,9,4,19,0,0,Matches
240,Wissam Ben Yedder,fr FRA,FW,Sevilla,es La Liga,27,1990,31.2,18,16,3,11,4,2,12,16.7,10,18,0,18,11,29,2,0,Matches
241,Diego Benaglio,ch SUI,GK,Monaco,fr Ligue 1,34,1983,22.9,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,16,0,Matches
242,Marco Benassi,it ITA,MF,Fiorentina,it Serie A,23,1994,25.4,30,19,8,15,7,14,41,34.1,27,16,3,13,9,39,27,1,Matches
243,Medhi Benatia,ma MAR,DF,Juventus,it Serie A,31,1987,5.0,7,6,6,1,0,3,5,60.0,2,10,5,5,16,23,18,0,Matches
244,Lars Bender,de GER,"MF,DF",Leverkusen,de Bundesliga,29,1989,15.1,43,29,20,20,3,18,35,51.4,17,26,4,22,21,64,26,0,Matches
245,Sven Bender,de GER,DF,Leverkusen,de Bundesliga,29,1989,22.1,40,25,25,15,0,18,30,60.0,12,31,14,17,52,92,98,0,Matches
246,László Bénes,sk SVK,"MF,FW",M'Gladbach,de Bundesliga,20,1997,0.3,3,1,3,0,0,3,3,100.0,0,1,0,1,0,3,0,0,Matches
247,Nicolas Benezet,fr FRA,"MF,FW",Guingamp,fr Ligue 1,27,1991,18.5,32,19,14,15,3,5,19,26.3,14,12,0,12,19,51,4,0,Matches
248,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,25,1993,35.0,1,0,1,0,0,1,2,50.0,1,0,0,0,2,3,6,2,Matches
249,Ismaël Bennacer,dz ALG,MF,Empoli,it Serie A,20,1997,32.9,94,57,43,41,10,32,75,42.7,43,38,9,29,57,151,34,0,Matches
250,Joe Bennett,eng ENG,DF,Cardiff City,eng Premier League,28,1990,29.3,50,29,34,16,0,22,38,57.9,16,30,8,22,60,110,93,0,Matches
251,Ryan Bennett,eng ENG,DF,Wolves,eng Premier League,28,1990,34.0,58,32,41,16,1,25,41,61.0,16,42,21,21,43,101,131,1,Matches
252,Yassine Benrahou,fr FRA,"MF,FW",Bordeaux,fr Ligue 1,19,1999,2.0,9,6,1,7,1,2,5,40.0,3,4,0,4,2,11,1,0,Matches
253,Ramy Bensebaini,dz ALG,DF,Rennes,fr Ligue 1,23,1995,23.9,69,48,42,19,8,40,58,69.0,18,24,10,14,41,110,98,0,Matches
254,Nabil Bentaleb,dz ALG,MF,Schalke 04,de Bundesliga,23,1994,19.9,32,17,8,21,3,4,18,22.2,14,28,8,20,35,67,19,0,Matches
255,Rodrigo Bentancur,uy URU,MF,Juventus,it Serie A,21,1997,22.3,53,34,22,29,2,18,39,46.2,21,20,8,12,43,96,42,1,Matches
256,Christian Benteke,be BEL,FW,Crystal Palace,eng Premier League,27,1990,9.0,5,1,0,4,1,1,4,25.0,3,7,2,5,0,5,14,0,Matches
257,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,30,1987,32.8,24,11,2,11,11,2,17,11.8,15,16,1,15,8,32,25,0,Matches
258,Yassine Benzia,dz ALG,MF,Lille,fr Ligue 1,23,1994,1.8,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,1,0,Matches
259,Domenico Berardi,it ITA,"FW,MF",Sassuolo,it Serie A,23,1994,31.9,38,21,16,9,13,15,73,20.5,58,31,2,29,27,65,24,0,Matches
260,Yuri Berchiche,es ESP,"DF,FW",Athletic Club,es La Liga,28,1990,34.7,46,31,26,11,9,23,46,50.0,23,34,9,25,42,88,82,0,Matches
261,Álex Berenguer,es ESP,"MF,DF",Torino,it Serie A,23,1995,16.5,31,20,12,17,2,14,34,41.2,20,20,1,19,8,39,14,0,Matches
262,Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,26,1992,24.4,46,30,27,15,4,24,51,47.1,27,22,7,15,31,77,76,0,Matches
263,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,eng Premier League,27,1990,19.5,27,11,14,10,3,16,34,47.1,18,25,4,21,33,60,34,0,Matches
264,Markel Bergara,es ESP,MF,Getafe,es La Liga,32,1986,0.6,2,2,0,1,1,2,3,66.7,1,3,0,3,1,3,2,0,Matches
265,Robert Berić,si SVN,FW,Saint-Étienne,fr Ligue 1,27,1991,13.1,12,5,1,9,2,1,11,9.1,10,8,2,6,4,16,3,0,Matches
266,Etrit Berisha,al ALB,GK,Atalanta,it Serie A,29,1989,18.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,5,3,Matches
267,Valon Berisha,xk KVX,"MF,FW",Lazio,it Serie A,25,1993,2.2,8,5,1,6,1,4,6,66.7,2,6,0,6,4,12,3,0,Matches
268,Bernard,br BRA,"FW,MF",Everton,eng Premier League,25,1992,23.5,49,30,19,22,8,15,55,27.3,40,37,2,35,27,76,14,1,Matches
269,Federico Bernardeschi,it ITA,"MF,FW",Juventus,it Serie A,24,1994,16.4,14,8,5,6,3,7,18,38.9,11,9,0,9,6,20,10,0,Matches
270,Bernardo,br BRA,DF,Brighton,eng Premier League,23,1995,19.5,62,43,43,13,6,31,45,68.9,14,32,13,19,34,96,82,0,Matches
271,Paul Bernardoni,fr FRA,GK,Nîmes,fr Ligue 1,21,1997,38.0,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,20,1,Matches
272,Juan Bernat,es ESP,"DF,MF",Paris S-G,fr Ligue 1,25,1993,20.4,47,32,22,19,6,22,46,47.8,24,19,5,14,20,67,41,1,Matches
273,Antoine Bernede,fr FRA,MF,Paris S-G,fr Ligue 1,19,1999,1.9,13,7,3,8,2,5,9,55.6,4,3,1,2,3,16,1,1,Matches
274,Dimitry Bertaud,fr FRA,GK,Montpellier,fr Ligue 1,20,1998,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
275,Ryan Bertrand,eng ENG,DF,Southampton,eng Premier League,28,1989,24.0,46,27,22,20,4,16,31,51.6,15,27,5,22,28,74,51,0,Matches
276,Daniel Bessa,it ITA,MF,Genoa,it Serie A,25,1993,27.1,60,35,28,23,9,11,39,28.2,28,30,4,26,19,79,16,1,Matches
277,Marcus Bettinelli,eng ENG,GK,Fulham,eng Premier League,26,1992,7.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,Matches
278,Jordan Beyer,de GER,DF,M'Gladbach,de Bundesliga,18,2000,8.0,32,18,21,10,1,17,24,70.8,7,12,6,6,11,43,32,0,Matches
279,Jonathan Biabiany,fr FRA,FW,Parma,it Serie A,30,1988,11.9,30,22,18,10,2,9,17,52.9,8,8,1,7,11,41,11,1,Matches
280,Giulian Biancone,fr FRA,DF,Monaco,fr Ligue 1,18,2000,1.0,4,3,4,0,0,1,3,33.3,2,0,0,0,3,7,2,0,Matches
281,Ermin Bičakčić,ba BIH,DF,Hoffenheim,de Bundesliga,28,1990,19.9,32,19,18,11,3,13,22,59.1,9,36,15,21,56,88,79,1,Matches
282,Pedro Bigas,es ESP,DF,Eibar,es La Liga,27,1990,6.5,4,3,2,0,2,1,5,20.0,4,6,2,4,8,12,22,0,Matches
283,Lucas Biglia,ar ARG,MF,Milan,it Serie A,32,1986,12.4,60,33,31,25,4,20,45,44.4,25,19,3,16,22,82,21,1,Matches
284,Philip Billing,dk DEN,MF,Huddersfield,eng Premier League,22,1996,24.3,73,44,26,39,8,19,42,45.2,23,57,16,41,53,126,43,0,Matches
285,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,25,1992,35.5,52,33,31,17,4,18,38,47.4,20,40,17,23,44,96,113,0,Matches
286,Davide Biraschi,it ITA,DF,Genoa,it Serie A,24,1994,31.6,58,38,37,19,2,25,42,59.5,17,32,13,19,64,122,107,1,Matches
287,Valter Birsa,si SVN,"MF,FW",Cagliari,it Serie A,31,1986,3.9,5,3,1,3,1,4,8,50.0,4,5,0,5,4,9,3,0,Matches
288,Valter Birsa,si SVN,"MF,FW",Chievo,it Serie A,31,1986,12.2,14,9,4,7,3,4,17,23.5,13,9,1,8,6,20,13,0,Matches
289,Yves Bissouma,ml MLI,MF,Brighton,eng Premier League,21,1996,19.7,62,30,33,27,2,20,38,52.6,18,21,5,16,33,95,29,2,Matches
290,Leonardo Bittencourt,de GER,MF,Hoffenheim,de Bundesliga,24,1993,11.9,37,26,9,22,6,8,32,25.0,24,22,1,21,13,50,7,0,Matches
291,Alejandro Blanco,es ESP,"FW,MF",Alavés,es La Liga,19,1998,0.2,1,1,1,0,0,1,3,33.3,2,1,0,1,0,1,0,0,Matches
292,Rubén Blanco,es ESP,GK,Celta Vigo,es La Liga,23,1995,25.0,1,0,1,0,0,1,2,50.0,1,1,0,1,2,3,13,2,Matches
293,Ludovic Blas,fr FRA,"MF,FW",Guingamp,fr Ligue 1,20,1997,26.4,62,38,22,32,8,20,43,46.5,23,44,7,37,26,88,14,0,Matches
294,Pablo de Blasis,ar ARG,"DF,MF",Eibar,es La Liga,30,1988,16.9,32,19,17,8,7,12,32,37.5,20,18,0,18,13,45,20,0,Matches
295,Pablo de Blasis,ar ARG,FW,Mainz 05,de Bundesliga,30,1988,1.0,2,0,0,1,1,2,3,66.7,1,0,0,0,1,3,0,0,Matches
296,Alexis Blin,fr FRA,MF,Amiens,fr Ligue 1,21,1996,22.1,77,45,33,36,8,35,89,39.3,54,39,14,25,33,110,48,1,Matches
297,Danny Blum,de GER,MF,Eint Frankfurt,de Bundesliga,27,1991,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,Matches
298,Emmanuel Boateng,gh GHA,FW,Levante,es La Liga,22,1996,7.8,4,3,0,0,4,0,3,0.0,3,5,0,5,1,5,7,0,Matches
299,Jérôme Boateng,de GER,DF,Bayern Munich,de Bundesliga,29,1988,18.8,21,15,12,9,0,10,22,45.5,12,8,3,5,25,46,49,0,Matches
300,Kevin-Prince Boateng,gh GHA,FW,Sassuolo,it Serie A,31,1987,10.4,5,4,0,4,1,1,4,25.0,3,7,3,4,3,8,13,0,Matches
301,Kevin-Prince Boateng,gh GHA,FW,Barcelona,es La Liga,31,1987,2.7,3,2,0,1,2,0,1,0.0,1,1,0,1,1,4,4,0,Matches
302,Antonin Bobichon,fr FRA,MF,Nîmes,fr Ligue 1,22,1995,23.9,34,16,17,12,5,16,58,27.6,42,15,3,12,15,49,13,0,Matches
303,Yann Bodiger,fr FRA,MF,Toulouse,fr Ligue 1,23,1995,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
304,Mathieu Bodmer,fr FRA,"MF,FW",Amiens,fr Ligue 1,35,1982,11.9,15,11,3,11,1,3,10,30.0,7,3,0,3,2,17,10,0,Matches
305,Adam Bodzek,de GER,"MF,DF",Düsseldorf,de Bundesliga,32,1985,17.7,44,27,27,16,1,17,43,39.5,26,15,6,9,26,70,39,0,Matches
306,Jean-Paul Boëtius,nl NED,MF,Mainz 05,de Bundesliga,24,1994,23.6,51,32,21,25,5,16,44,36.4,28,59,2,57,37,88,13,0,Matches
307,Sacha Boey,fr FRA,DF,Rennes,fr Ligue 1,17,2000,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
308,Jeremie Boga,ci CIV,"FW,MF",Sassuolo,it Serie A,21,1997,16.0,7,4,5,1,1,4,14,28.6,10,19,0,19,2,9,4,0,Matches
309,Willy Boly,ci CIV,DF,Wolves,eng Premier League,27,1991,35.2,85,52,49,34,2,34,56,60.7,22,55,32,23,72,157,177,6,Matches
310,Léo Bonatini,br BRA,FW,Wolves,eng Premier League,24,1994,1.5,1,1,0,0,1,1,5,20.0,4,1,0,1,0,1,0,0,Matches
311,Giacomo Bonaventura,it ITA,MF,Milan,it Serie A,28,1989,7.2,6,2,2,4,0,2,7,28.6,5,3,0,3,7,13,8,0,Matches
312,Daniele Bonera,it ITA,DF,Villarreal,es La Liga,37,1981,2.6,2,2,2,0,0,1,1,100.0,0,5,5,0,4,6,10,0,Matches
313,Gaëtan Bong,cm CMR,DF,Brighton,eng Premier League,30,1988,20.1,16,10,7,6,3,6,10,60.0,4,16,6,10,25,41,57,2,Matches
314,Kevin Bonifazi,it ITA,DF,SPAL,it Serie A,22,1996,25.6,40,24,31,8,1,15,33,45.5,18,38,21,17,36,76,79,0,Matches
315,Leonardo Bonucci,it ITA,DF,Juventus,it Serie A,31,1987,27.5,18,9,11,6,1,10,13,76.9,3,32,21,11,38,56,88,3,Matches
316,Fabio Borini,it ITA,"FW,DF",Milan,it Serie A,27,1991,11.7,14,10,7,7,0,3,9,33.3,6,17,0,17,12,26,28,0,Matches
317,Robin Bormuth,de GER,DF,Düsseldorf,de Bundesliga,22,1995,6.8,7,4,7,0,0,5,10,50.0,5,6,4,2,10,17,49,1,Matches
318,Artur Boruc,pl POL,GK,Bournemouth,eng Premier League,38,1980,12.0,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,1,0,Matches
319,Olivier Boscagli,fr FRA,DF,Nice,fr Ligue 1,20,1997,9.6,20,12,14,4,2,9,20,45.0,11,12,1,11,17,37,37,0,Matches
320,Gabriel Boschilia,br BRA,"FW,MF",Nantes,fr Ligue 1,22,1996,14.7,33,23,11,9,13,8,33,24.2,25,14,2,12,8,41,7,0,Matches
321,John Bostock,tt TRI,MF,Toulouse,fr Ligue 1,26,1992,10.9,24,14,14,10,0,9,30,30.0,21,12,2,10,17,41,11,0,Matches
322,Denis Bouanga,ga GAB,"MF,FW",Nîmes,fr Ligue 1,23,1994,29.3,52,32,21,22,9,13,61,21.3,48,24,3,21,20,72,16,0,Matches
323,Zacharie Boucher,fr FRA,GK,Angers,fr Ligue 1,26,1992,2.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
324,Ryad Boudebouz,dz ALG,"MF,FW",Celta Vigo,es La Liga,28,1990,8.0,14,4,4,6,4,3,8,37.5,5,9,1,8,3,17,9,0,Matches
325,Ryad Boudebouz,dz ALG,"MF,FW",Betis,es La Liga,28,1990,6.0,8,4,4,1,3,4,10,40.0,6,5,1,4,5,13,2,0,Matches
326,Sofiane Boufal,ma MAR,"MF,FW",Celta Vigo,es La Liga,24,1993,23.2,35,21,18,11,6,15,47,31.9,32,24,0,24,10,45,12,0,Matches
327,Nassim Boujellab,ma MAR,MF,Schalke 04,de Bundesliga,19,1999,4.2,10,4,3,6,1,3,11,27.3,8,6,0,6,2,12,3,0,Matches
328,Arnold Bouka Moutou,cg CGO,"DF,FW",Dijon,fr Ligue 1,29,1988,0.7,3,1,2,1,0,0,4,0.0,4,1,0,1,3,6,1,0,Matches
329,Yassine Bounou,ma MAR,GK,Girona,es La Liga,27,1991,31.8,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,7,2,Matches
330,Mehdi Bourabia,ma MAR,MF,Sassuolo,it Serie A,26,1991,22.3,51,28,23,21,7,15,46,32.6,31,28,5,23,33,84,32,0,Matches
331,Benjamin Bourigeaud,fr FRA,"MF,FW",Rennes,fr Ligue 1,24,1994,26.9,55,35,23,21,11,20,67,29.9,47,44,5,39,32,87,34,1,Matches
332,Bilal Boutobba,fr FRA,"FW,MF",Montpellier,fr Ligue 1,19,1998,0.4,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,Matches
333,Umut Bozok,tr TUR,FW,Nîmes,fr Ligue 1,21,1996,13.7,9,6,0,3,6,2,4,50.0,2,3,0,3,5,14,1,0,Matches
334,Filip Bradarić,hr CRO,MF,Cagliari,it Serie A,26,1992,16.6,26,21,11,12,3,10,20,50.0,10,13,3,10,39,65,50,0,Matches
335,Robbie Brady,ie IRL,MF,Burnley,eng Premier League,26,1992,8.0,15,7,5,5,5,6,17,35.3,11,7,1,6,7,22,18,1,Matches
336,Martin Braithwaite,dk DEN,FW,Leganés,es La Liga,27,1991,15.6,5,3,0,0,5,0,4,0.0,4,9,0,9,3,8,4,0,Matches
337,Julian Brandt,de GER,"MF,FW",Leverkusen,de Bundesliga,22,1996,29.6,27,16,13,10,4,7,43,16.3,36,27,1,26,17,44,12,1,Matches
